iso3c,country,year,gdp_pc_current_usd,health_exp_pct_gdp,htn_prevalence_pct,htn_treatment_pct
KOR,"Korea, Rep.",2018,32437.27,8.33,31.9,77.0
KOR,"Korea, Rep.",2018,32437.27,8.33,26.8,70.3
KOR,"Korea, Rep.",2018,32437.27,8.33,26.8,66.0
KOR,"Korea, Rep.",2018,32437.27,8.33,26.8,77.0
KOR,"Korea, Rep.",2018,32437.27,8.33,21.5,70.3
KOR,"Korea, Rep.",2018,32437.27,8.33,21.5,66.0
KOR,"Korea, Rep.",2018,32437.27,8.33,21.5,77.0
KOR,"Korea, Rep.",2019,31551.04,8.58,32.0,77.5
KOR,"Korea, Rep.",2019,31551.04,8.58,32.0,67.2
KOR,"Korea, Rep.",2019,31551.04,8.58,32.0,71.1
KOR,"Korea, Rep.",2019,31551.04,8.58,26.7,77.5
KOR,"Korea, Rep.",2019,31551.04,8.58,26.7,67.2
KOR,"Korea, Rep.",2019,31551.04,8.58,26.7,71.1
KOR,"Korea, Rep.",2019,31551.04,8.58,21.2,77.5
KOR,"Korea, Rep.",2019,31551.04,8.58,21.2,67.2
KOR,"Korea, Rep.",2019,31551.04,8.58,21.2,71.1
KOR,"Korea, Rep.",2020,33636.48,8.43,,
KOR,"Korea, Rep.",2021,32394.76,8.58,,
KOR,"Korea, Rep.",2022,32038.16,8.39,,
KOR,"Korea, Rep.",2023,33265.06,8.44,,
KOR,"Korea, Rep.",2024,32956.72,8.47,,
MEX,Mexico,2015,9955.23,5.41,32.9,46.6
MEX,Mexico,2015,9955.23,5.41,32.9,56.7
MEX,Mexico,2015,9955.23,5.41,32.9,35.8
MEX,Mexico,2015,9955.23,5.41,34.3,46.6
MEX,Mexico,2015,9955.23,5.41,34.3,56.7
MEX,Mexico,2015,9955.23,5.41,34.3,35.8
MEX,Mexico,2015,9955.23,5.41,33.6,46.6
MEX,Mexico,2015,9955.23,5.41,33.6,56.7
MEX,Mexico,2015,9955.23,5.41,33.6,35.8
MEX,Mexico,2016,10068.65,5.35,33.2,57.6
MEX,Mexico,2016,10068.65,5.35,33.2,36.7
MEX,Mexico,2016,10068.65,5.35,33.2,47.5
MEX,Mexico,2016,10068.65,5.35,32.5,57.6
MEX,Mexico,2016,10068.65,5.35,32.5,36.7
MEX,Mexico,2016,10068.65,5.35,32.5,47.5
MEX,Mexico,2016,10068.65,5.35,33.9,57.6
MEX,Mexico,2016,10068.65,5.35,33.9,36.7
MEX,Mexico,2016,10068.65,5.35,33.9,47.5
MEX,Mexico,2017,10084.76,5.42,32.1,37.6
MEX,Mexico,2017,10084.76,5.42,32.1,48.3
MEX,Mexico,2017,10084.76,5.42,32.1,58.3
MEX,Mexico,2017,10084.76,5.42,32.8,37.6
MEX,Mexico,2017,10084.76,5.42,32.8,48.3
MEX,Mexico,2017,10084.76,5.42,32.8,58.3
MEX,Mexico,2017,10084.76,5.42,33.5,37.6
MEX,Mexico,2017,10084.76,5.42,33.5,48.3
MEX,Mexico,2017,10084.76,5.42,33.5,58.3
MEX,Mexico,2018,10603.49,5.52,31.7,59.0
MEX,Mexico,2018,10603.49,5.52,31.7,38.5
MEX,Mexico,2018,10603.49,5.52,31.7,49.1
MEX,Mexico,2018,10603.49,5.52,32.4,59.0
MEX,Mexico,2018,10603.49,5.52,32.4,38.5
MEX,Mexico,2018,10603.49,5.52,32.4,49.1
MEX,Mexico,2018,10603.49,5.52,33.1,59.0
MEX,Mexico,2018,10603.49,5.52,33.1,38.5
MEX,Mexico,2018,10603.49,5.52,33.1,49.1
MEX,Mexico,2019,9962.68,5.41,32.8,59.7
MEX,Mexico,2019,9962.68,5.41,32.8,49.9
MEX,Mexico,2019,9962.68,5.41,32.8,39.3
MEX,Mexico,2019,9962.68,5.41,31.4,59.7
MEX,Mexico,2019,9962.68,5.41,31.4,49.9
MEX,Mexico,2019,9962.68,5.41,31.4,39.3
MEX,Mexico,2019,9962.68,5.41,32.1,59.7
MEX,Mexico,2019,9962.68,5.41,32.1,49.9
MEX,Mexico,2019,9962.68,5.41,32.1,39.3
MEX,Mexico,2020,9873.98,5.4,,
MEX,Mexico,2021,10263.12,5.5,,
MEX,Mexico,2022,10087.52,5.41,,
MEX,Mexico,2023,9837.21,5.44,,
MEX,Mexico,2024,10087.52,5.43,,
NGA,Nigeria,2015,2092.46,3.81,38.5,21.4
NGA,Nigeria,2015,2092.46,3.81,38.5,23.2
NGA,Nigeria,2015,2092.46,3.81,38.5,24.9
NGA,Nigeria,2015,2092.46,3.81,36.1,21.4
NGA,Nigeria,2015,2092.46,3.81,36.1,23.2
NGA,Nigeria,2015,2092.46,3.81,36.1,24.9
NGA,Nigeria,2015,2092.46,3.81,33.6,21.4
NGA,Nigeria,2015,2092.46,3.81,33.6,23.2
NGA,Nigeria,2015,2092.46,3.81,33.6,24.9
NGA,Nigeria,2016,2141.46,3.79,36.1,24.5
NGA,Nigeria,2016,2141.46,3.79,36.1,22.8
NGA,Nigeria,2016,2141.46,3.79,36.1,26.0
NGA,Nigeria,2016,2141.46,3.79,33.5,24.5
NGA,Nigeria,2016,2141.46,3.79,33.5,22.8
NGA,Nigeria,2016,2141.46,3.79,33.5,26.0
NGA,Nigeria,2016,2141.46,3.79,38.6,24.5
NGA,Nigeria,2016,2141.46,3.79,38.6,22.8
NGA,Nigeria,2016,2141.46,3.79,38.6,26.0
NGA,Nigeria,2017,2135.89,3.8,36.1,25.8
NGA,Nigeria,2017,2135.89,3.8,36.1,27.1
NGA,Nigeria,2017,2135.89,3.8,36.1,24.3
NGA,Nigeria,2017,2135.89,3.8,38.8,25.8
NGA,Nigeria,2017,2135.89,3.8,38.8,27.1
NGA,Nigeria,2017,2135.89,3.8,38.8,24.3
NGA,Nigeria,2017,2135.89,3.8,33.3,25.8
NGA,Nigeria,2017,2135.89,3.8,33.3,27.1
NGA,Nigeria,2017,2135.89,3.8,33.3,24.3
NGA,Nigeria,2018,2116.06,3.84,33.2,27.2
NGA,Nigeria,2018,2116.06,3.84,33.2,25.8
NGA,Nigeria,2018,2116.06,3.84,33.2,28.4
NGA,Nigeria,2018,2116.06,3.84,38.9,27.2
NGA,Nigeria,2018,2116.06,3.84,38.9,25.8
NGA,Nigeria,2018,2116.06,3.84,38.9,28.4
NGA,Nigeria,2018,2116.06,3.84,36.1,27.2
NGA,Nigeria,2018,2116.06,3.84,36.1,25.8
NGA,Nigeria,2018,2116.06,3.84,36.1,28.4
NGA,Nigeria,2019,2044.29,3.77,33.0,27.4
NGA,Nigeria,2019,2044.29,3.77,33.0,28.6
NGA,Nigeria,2019,2044.29,3.77,33.0,29.6
NGA,Nigeria,2019,2044.29,3.77,39.0,27.4
NGA,Nigeria,2019,2044.29,3.77,39.0,28.6
NGA,Nigeria,2019,2044.29,3.77,39.0,29.6
NGA,Nigeria,2019,2044.29,3.77,36.1,27.4
NGA,Nigeria,2019,2044.29,3.77,36.1,28.6
NGA,Nigeria,2019,2044.29,3.77,36.1,29.6
NGA,Nigeria,2020,2072.75,3.73,,
NGA,Nigeria,2021,2113.51,3.85,,
NGA,Nigeria,2022,2137.03,3.84,,
NGA,Nigeria,2023,2201.75,3.88,,
NGA,Nigeria,2024,2160.1,3.89,,
POL,Poland,2015,16975.97,6.32,41.8,57.5
POL,Poland,2015,16975.97,6.32,41.8,50.7
POL,Poland,2015,16975.97,6.32,41.8,65.6
POL,Poland,2015,16975.97,6.32,54.1,57.5
POL,Poland,2015,16975.97,6.32,54.1,50.7
POL,Poland,2015,16975.97,6.32,54.1,65.6
POL,Poland,2015,16975.97,6.32,48.1,57.5
POL,Poland,2015,16975.97,6.32,48.1,50.7
POL,Poland,2015,16975.97,6.32,48.1,65.6
POL,Poland,2016,17074.05,6.26,48.4,58.5
POL,Poland,2016,17074.05,6.26,48.4,52.2
POL,Poland,2016,17074.05,6.26,48.4,66.2
POL,Poland,2016,17074.05,6.26,54.5,58.5
POL,Poland,2016,17074.05,6.26,54.5,52.2
POL,Poland,2016,17074.05,6.26,54.5,66.2
POL,Poland,2016,17074.05,6.26,42.0,58.5
POL,Poland,2016,17074.05,6.26,42.0,52.2
POL,Poland,2016,17074.05,6.26,42.0,66.2
POL,Poland,2017,17419.4,6.36,42.2,53.5
POL,Poland,2017,17419.4,6.36,42.2,66.7
POL,Poland,2017,17419.4,6.36,42.2,59.5
POL,Poland,2017,17419.4,6.36,48.7,53.5
POL,Poland,2017,17419.4,6.36,48.7,66.7
POL,Poland,2017,17419.4,6.36,48.7,59.5
POL,Poland,2017,17419.4,6.36,54.8,53.5
POL,Poland,2017,17419.4,6.36,54.8,66.7
POL,Poland,2017,17419.4,6.36,54.8,59.5
POL,Poland,2018,17115.72,6.28,48.9,60.4
POL,Poland,2018,17115.72,6.28,48.9,54.9
POL,Poland,2018,17115.72,6.28,48.9,67.1
POL,Poland,2018,17115.72,6.28,55.1,60.4
POL,Poland,2018,17115.72,6.28,55.1,54.9
POL,Poland,2018,17115.72,6.28,55.1,67.1
POL,Poland,2018,17115.72,6.28,42.4,60.4
POL,Poland,2018,17115.72,6.28,42.4,54.9
POL,Poland,2018,17115.72,6.28,42.4,67.1
POL,Poland,2019,17413.13,6.34,42.7,61.3
POL,Poland,2019,17413.13,6.34,42.7,67.6
POL,Poland,2019,17413.13,6.34,42.7,56.2
POL,Poland,2019,17413.13,6.34,55.5,61.3
POL,Poland,2019,17413.13,6.34,55.5,67.6
POL,Poland,2019,17413.13,6.34,55.5,56.2
POL,Poland,2019,17413.13,6.34,49.2,61.3
POL,Poland,2019,17413.13,6.34,49.2,67.6
POL,Poland,2019,17413.13,6.34,49.2,56.2
POL,Poland,2020,16790.97,6.33,,
POL,Poland,2021,17429.09,6.29,,
POL,Poland,2022,17461.21,6.26,,
POL,Poland,2023,17907.64,6.43,,
POL,Poland,2024,17424.14,6.39,,
RUS,Russian Federation,2015,11112.11,5.26,46.3,58.4
RUS,Russian Federation,2015,11112.11,5.26,46.3,39.8
RUS,Russian Federation,2015,11112.11,5.26,46.3,49.4
RUS,Russian Federation,2015,11112.11,5.26,43.1,58.4
RUS,Russian Federation,2015,11112.11,5.26,43.1,39.8
RUS,Russian Federation,2015,11112.11,5.26,43.1,49.4
RUS,Russian Federation,2015,11112.11,5.26,49.3,58.4
RUS,Russian Federation,2015,11112.11,5.26,49.3,39.8
RUS,Russian Federation,2015,11112.11,5.26,49.3,49.4
RUS,Russian Federation,2016,11595.3,5.3,42.6,49.6
RUS,Russian Federation,2016,11595.3,5.3,42.6,58.1
RUS,Russian Federation,2016,11595.3,5.3,42.6,40.5
RUS,Russian Federation,2016,11595.3,5.3,45.8,49.6
RUS,Russian Federation,2016,11595.3,5.3,45.8,58.1
RUS,Russian Federation,2016,11595.3,5.3,45.8,40.5
RUS,Russian Federation,2016,11595.3,5.3,48.8,49.6
RUS,Russian Federation,2016,11595.3,5.3,48.8,58.1
RUS,Russian Federation,2016,11595.3,5.3,48.8,40.5
RUS,Russian Federation,2017,11518.39,5.3,45.3,41.2
RUS,Russian Federation,2017,11518.39,5.3,45.3,49.7
RUS,Russian Federation,2017,11518.39,5.3,45.3,57.7
RUS,Russian Federation,2017,11518.39,5.3,48.3,41.2
RUS,Russian Federation,2017,11518.39,5.3,48.3,49.7
RUS,Russian Federation,2017,11518.39,5.3,48.3,57.7
RUS,Russian Federation,2017,11518.39,5.3,42.1,41.2
RUS,Russian Federation,2017,11518.39,5.3,42.1,49.7
RUS,Russian Federation,2017,11518.39,5.3,42.1,57.7
RUS,Russian Federation,2018,11661.78,5.26,47.8,57.4
RUS,Russian Federation,2018,11661.78,5.26,47.8,49.9
RUS,Russian Federation,2018,11661.78,5.26,47.8,41.9
RUS,Russian Federation,2018,11661.78,5.26,41.6,57.4
RUS,Russian Federation,2018,11661.78,5.26,41.6,49.9
RUS,Russian Federation,2018,11661.78,5.26,41.6,41.9
RUS,Russian Federation,2018,11661.78,5.26,44.8,57.4
RUS,Russian Federation,2018,11661.78,5.26,44.8,49.9
RUS,Russian Federation,2018,11661.78,5.26,44.8,41.9
RUS,Russian Federation,2019,11815.91,5.36,44.3,57.0
RUS,Russian Federation,2019,11815.91,5.36,44.3,42.6
RUS,Russian Federation,2019,11815.91,5.36,44.3,50.0
RUS,Russian Federation,2019,11815.91,5.36,41.2,57.0
RUS,Russian Federation,2019,11815.91,5.36,41.2,42.6
RUS,Russian Federation,2019,11815.91,5.36,41.2,50.0
RUS,Russian Federation,2019,11815.91,5.36,47.3,57.0
RUS,Russian Federation,2019,11815.91,5.36,47.3,42.6
RUS,Russian Federation,2019,11815.91,5.36,47.3,50.0
RUS,Russian Federation,2020,11780.23,5.36,,
RUS,Russian Federation,2021,11798.18,5.44,,
RUS,Russian Federation,2022,11748.3,5.32,,
RUS,Russian Federation,2023,11633.36,5.29,,
RUS,Russian Federation,2024,11558.77,5.31,,
SAU,Saudi Arabia,2015,22553.73,6.34,35.9,49.0
SAU,Saudi Arabia,2015,22553.73,6.34,35.9,40.1
SAU,Saudi Arabia,2015,22553.73,6.34,35.9,35.2
SAU,Saudi Arabia,2015,22553.73,6.34,34.3,49.0
SAU,Saudi Arabia,2015,22553.73,6.34,34.3,40.1
SAU,Saudi Arabia,2015,22553.73,6.34,34.3,35.2
SAU,Saudi Arabia,2015,22553.73,6.34,31.6,49.0
SAU,Saudi Arabia,2015,22553.73,6.34,31.6,40.1
SAU,Saudi Arabia,2015,22553.73,6.34,31.6,35.2
SAU,Saudi Arabia,2016,23691.13,6.39,31.2,35.8
SAU,Saudi Arabia,2016,23691.13,6.39,31.2,49.2
SAU,Saudi Arabia,2016,23691.13,6.39,31.2,40.5
SAU,Saudi Arabia,2016,23691.13,6.39,34.2,35.8
SAU,Saudi Arabia,2016,23691.13,6.39,34.2,49.2
SAU,Saudi Arabia,2016,23691.13,6.39,34.2,40.5
SAU,Saudi Arabia,2016,23691.13,6.39,36.0,35.8
SAU,Saudi Arabia,2016,23691.13,6.39,36.0,49.2
SAU,Saudi Arabia,2016,23691.13,6.39,36.0,40.5
SAU,Saudi Arabia,2017,23799.09,6.39,34.2,40.7
SAU,Saudi Arabia,2017,23799.09,6.39,34.2,36.2
SAU,Saudi Arabia,2017,23799.09,6.39,34.2,49.2
SAU,Saudi Arabia,2017,23799.09,6.39,30.9,40.7
SAU,Saudi Arabia,2017,23799.09,6.39,30.9,36.2
SAU,Saudi Arabia,2017,23799.09,6.39,30.9,49.2
SAU,Saudi Arabia,2017,23799.09,6.39,36.1,40.7
SAU,Saudi Arabia,2017,23799.09,6.39,36.1,36.2
SAU,Saudi Arabia,2017,23799.09,6.39,36.1,49.2
SAU,Saudi Arabia,2018,23899.32,6.43,34.1,49.4
SAU,Saudi Arabia,2018,23899.32,6.43,34.1,40.9
SAU,Saudi Arabia,2018,23899.32,6.43,34.1,36.6
SAU,Saudi Arabia,2018,23899.32,6.43,36.2,49.4
SAU,Saudi Arabia,2018,23899.32,6.43,36.2,40.9
SAU,Saudi Arabia,2018,23899.32,6.43,36.2,36.6
SAU,Saudi Arabia,2018,23899.32,6.43,30.5,49.4
SAU,Saudi Arabia,2018,23899.32,6.43,30.5,40.9
SAU,Saudi Arabia,2018,23899.32,6.43,30.5,36.6
SAU,Saudi Arabia,2019,23425.45,6.53,36.3,37.0
SAU,Saudi Arabia,2019,23425.45,6.53,36.3,41.2
SAU,Saudi Arabia,2019,23425.45,6.53,36.3,49.5
SAU,Saudi Arabia,2019,23425.45,6.53,30.2,37.0
SAU,Saudi Arabia,2019,23425.45,6.53,30.2,41.2
SAU,Saudi Arabia,2019,23425.45,6.53,30.2,49.5
SAU,Saudi Arabia,2019,23425.45,6.53,34.0,37.0
SAU,Saudi Arabia,2019,23425.45,6.53,34.0,41.2
SAU,Saudi Arabia,2019,23425.45,6.53,34.0,49.5
SAU,Saudi Arabia,2020,23216.92,6.38,,
SAU,Saudi Arabia,2021,23253.66,6.47,,
SAU,Saudi Arabia,2022,22816.42,6.49,,
SAU,Saudi Arabia,2023,23365.5,6.53,,
SAU,Saudi Arabia,2024,22588.64,6.41,,
THA,Thailand,2015,7178.04,3.81,27.9,34.5
THA,Thailand,2015,7178.04,3.81,27.9,42.6
THA,Thailand,2015,7178.04,3.81,27.9,50.1
THA,Thailand,2015,7178.04,3.81,28.3,34.5
THA,Thailand,2015,7178.04,3.81,28.3,42.6
THA,Thailand,2015,7178.04,3.81,28.3,50.1
THA,Thailand,2015,7178.04,3.81,28.6,34.5
THA,Thailand,2015,7178.04,3.81,28.6,42.6
THA,Thailand,2015,7178.04,3.81,28.6,50.1
THA,Thailand,2016,7367.97,3.76,28.7,35.2
THA,Thailand,2016,7367.97,3.76,28.7,50.4
THA,Thailand,2016,7367.97,3.76,28.7,43.1
THA,Thailand,2016,7367.97,3.76,28.2,35.2
THA,Thailand,2016,7367.97,3.76,28.2,50.4
THA,Thailand,2016,7367.97,3.76,28.2,43.1
THA,Thailand,2016,7367.97,3.76,28.5,35.2
THA,Thailand,2016,7367.97,3.76,28.5,50.4
THA,Thailand,2016,7367.97,3.76,28.5,43.1
THA,Thailand,2017,7230.0,3.86,28.8,35.8
THA,Thailand,2017,7230.0,3.86,28.8,50.7
THA,Thailand,2017,7230.0,3.86,28.8,43.5
THA,Thailand,2017,7230.0,3.86,28.5,35.8
THA,Thailand,2017,7230.0,3.86,28.5,50.7
THA,Thailand,2017,7230.0,3.86,28.5,43.5
THA,Thailand,2017,7230.0,3.86,28.7,35.8
THA,Thailand,2017,7230.0,3.86,28.7,50.7
THA,Thailand,2017,7230.0,3.86,28.7,43.5
THA,Thailand,2018,7164.92,3.78,28.8,36.4
THA,Thailand,2018,7164.92,3.78,28.8,50.9
THA,Thailand,2018,7164.92,3.78,28.8,44.0
THA,Thailand,2018,7164.92,3.78,29.0,36.4
THA,Thailand,2018,7164.92,3.78,29.0,50.9
THA,Thailand,2018,7164.92,3.78,29.0,44.0
THA,Thailand,2018,7164.92,3.78,29.0,36.4
THA,Thailand,2018,7164.92,3.78,29.0,50.9
THA,Thailand,2018,7164.92,3.78,29.0,44.0
THA,Thailand,2019,7325.13,3.85,29.1,44.4
THA,Thailand,2019,7325.13,3.85,29.1,37.0
THA,Thailand,2019,7325.13,3.85,29.1,51.2
THA,Thailand,2019,7325.13,3.85,29.2,44.4
THA,Thailand,2019,7325.13,3.85,29.2,37.0
THA,Thailand,2019,7325.13,3.85,29.2,51.2
THA,Thailand,2019,7325.13,3.85,29.2,44.4
THA,Thailand,2019,7325.13,3.85,29.2,37.0
THA,Thailand,2019,7325.13,3.85,29.2,51.2
THA,Thailand,2020,7321.65,3.87,,
THA,Thailand,2021,7467.38,3.86,,
THA,Thailand,2022,7447.79,3.92,,
THA,Thailand,2023,7362.46,3.76,,
THA,Thailand,2024,7647.01,3.82,,
TUR,Turkiye,2015,9861.86,4.34,30.7,49.6
TUR,Turkiye,2015,9861.86,4.34,30.7,58.1
TUR,Turkiye,2015,9861.86,4.34,30.7,64.5
TUR,Turkiye,2015,9861.86,4.34,33.7,49.6
TUR,Turkiye,2015,9861.86,4.34,33.7,58.1
TUR,Turkiye,2015,9861.86,4.34,33.7,64.5
TUR,Turkiye,2015,9861.86,4.34,36.3,49.6
TUR,Turkiye,2015,9861.86,4.34,36.3,58.1
TUR,Turkiye,2015,9861.86,4.34,36.3,64.5
TUR,Turkiye,2016,9493.86,4.24,33.5,50.0
TUR,Turkiye,2016,9493.86,4.24,33.5,58.2
TUR,Turkiye,2016,9493.86,4.24,33.5,64.5
TUR,Turkiye,2016,9493.86,4.24,30.7,50.0
TUR,Turkiye,2016,9493.86,4.24,30.7,58.2
TUR,Turkiye,2016,9493.86,4.24,30.7,64.5
TUR,Turkiye,2016,9493.86,4.24,35.8,50.0
TUR,Turkiye,2016,9493.86,4.24,35.8,58.2
TUR,Turkiye,2016,9493.86,4.24,35.8,64.5
TUR,Turkiye,2017,9094.81,4.29,30.8,50.2
TUR,Turkiye,2017,9094.81,4.29,30.8,64.2
TUR,Turkiye,2017,9094.81,4.29,30.8,58.1
TUR,Turkiye,2017,9094.81,4.29,35.3,50.2
TUR,Turkiye,2017,9094.81,4.29,35.3,64.2
TUR,Turkiye,2017,9094.81,4.29,35.3,58.1
TUR,Turkiye,2017,9094.81,4.29,33.2,50.2
TUR,Turkiye,2017,9094.81,4.29,33.2,64.2
TUR,Turkiye,2017,9094.81,4.29,33.2,58.1
TUR,Turkiye,2018,10160.72,4.33,33.0,58.0
TUR,Turkiye,2018,10160.72,4.33,33.0,50.4
TUR,Turkiye,2018,10160.72,4.33,33.0,64.0
TUR,Turkiye,2018,10160.72,4.33,30.8,58.0
TUR,Turkiye,2018,10160.72,4.33,30.8,50.4
TUR,Turkiye,2018,10160.72,4.33,30.8,64.0
TUR,Turkiye,2018,10160.72,4.33,34.8,58.0
TUR,Turkiye,2018,10160.72,4.33,34.8,50.4
TUR,Turkiye,2018,10160.72,4.33,34.8,64.0
TUR,Turkiye,2019,9620.56,4.34,34.4,63.8
TUR,Turkiye,2019,9620.56,4.34,34.4,57.9
TUR,Turkiye,2019,9620.56,4.34,34.4,50.6
TUR,Turkiye,2019,9620.56,4.34,32.8,63.8
TUR,Turkiye,2019,9620.56,4.34,32.8,57.9
TUR,Turkiye,2019,9620.56,4.34,32.8,50.6
TUR,Turkiye,2019,9620.56,4.34,30.8,63.8
TUR,Turkiye,2019,9620.56,4.34,30.8,57.9
TUR,Turkiye,2019,9620.56,4.34,30.8,50.6
TUR,Turkiye,2020,9460.3,4.31,,
TUR,Turkiye,2021,9811.1,4.32,,
TUR,Turkiye,2022,9975.83,4.35,,
TUR,Turkiye,2023,9984.32,4.31,,
TUR,Turkiye,2024,10060.38,4.41,,
USA,United States,2015,64759.68,16.59,29.4,71.8
USA,United States,2015,64759.68,16.59,29.4,68.3
USA,United States,2015,64759.68,16.59,29.4,75.9
USA,United States,2015,64759.68,16.59,33.8,71.8
USA,United States,2015,64759.68,16.59,33.8,68.3
USA,United States,2015,64759.68,16.59,33.8,75.9
USA,United States,2015,64759.68,16.59,31.6,71.8
USA,United States,2015,64759.68,16.59,31.6,68.3
USA,United States,2015,64759.68,16.59,31.6,75.9
USA,United States,2016,66805.97,16.69,33.8,71.3
USA,United States,2016,66805.97,16.69,33.8,75.4
USA,United States,2016,66805.97,16.69,33.8,67.9
USA,United States,2016,66805.97,16.69,31.6,71.3
USA,United States,2016,66805.97,16.69,31.6,75.4
USA,United States,2016,66805.97,16.69,31.6,67.9
USA,United States,2016,66805.97,16.69,29.3,71.3
USA,United States,2016,66805.97,16.69,29.3,75.4
USA,United States,2016,66805.97,16.69,29.3,67.9
USA,United States,2017,64876.51,16.68,33.9,70.7
USA,United States,2017,64876.51,16.68,33.9,74.7
USA,United States,2017,64876.51,16.68,33.9,67.4
USA,United States,2017,64876.51,16.68,31.6,70.7
USA,United States,2017,64876.51,16.68,31.6,74.7
USA,United States,2017,64876.51,16.68,31.6,67.4
USA,United States,2017,64876.51,16.68,29.2,70.7
USA,United States,2017,64876.51,16.68,29.2,74.7
USA,United States,2017,64876.51,16.68,29.2,67.4
USA,United States,2018,66342.0,16.82,29.1,66.8
USA,United States,2018,66342.0,16.82,29.1,70.1
USA,United States,2018,66342.0,16.82,29.1,74.0
USA,United States,2018,66342.0,16.82,34.0,66.8
USA,United States,2018,66342.0,16.82,34.0,70.1
USA,United States,2018,66342.0,16.82,34.0,74.0
USA,United States,2018,66342.0,16.82,31.6,66.8
USA,United States,2018,66342.0,16.82,31.6,70.1
USA,United States,2018,66342.0,16.82,31.6,74.0
USA,United States,2019,66403.22,16.85,34.1,73.3
USA,United States,2019,66403.22,16.85,34.1,66.3
USA,United States,2019,66403.22,16.85,34.1,69.5
USA,United States,2019,66403.22,16.85,31.6,73.3
USA,United States,2019,66403.22,16.85,31.6,66.3
USA,United States,2019,66403.22,16.85,31.6,69.5
USA,United States,2019,66403.22,16.85,29.0,73.3
USA,United States,2019,66403.22,16.85,29.0,66.3
USA,United States,2019,66403.22,16.85,29.0,69.5
USA,United States,2020,68867.48,16.72,,
USA,United States,2021,65634.08,16.68,,
USA,United States,2022,67317.44,17.02,,
USA,United States,2023,66585.2,16.71,,
USA,United States,2024,65878.17,16.98,,
VNM,Viet Nam,2015,3707.98,5.57,25.6,26.8
VNM,Viet Nam,2015,3707.98,5.57,25.6,31.7
VNM,Viet Nam,2015,3707.98,5.57,25.6,22.9
VNM,Viet Nam,2015,3707.98,5.57,29.1,26.8
VNM,Viet Nam,2015,3707.98,5.57,29.1,31.7
VNM,Viet Nam,2015,3707.98,5.57,29.1,22.9
VNM,Viet Nam,2015,3707.98,5.57,32.6,26.8
VNM,Viet Nam,2015,3707.98,5.57,32.6,31.7
VNM,Viet Nam,2015,3707.98,5.57,32.6,22.9
VNM,Viet Nam,2016,3593.77,5.44,32.6,32.3
VNM,Viet Nam,2016,3593.77,5.44,32.6,27.5
VNM,Viet Nam,2016,3593.77,5.44,32.6,23.7
VNM,Viet Nam,2016,3593.77,5.44,25.8,32.3
VNM,Viet Nam,2016,3593.77,5.44,25.8,27.5
VNM,Viet Nam,2016,3593.77,5.44,25.8,23.7
VNM,Viet Nam,2016,3593.77,5.44,29.2,32.3
VNM,Viet Nam,2016,3593.77,5.44,29.2,27.5
VNM,Viet Nam,2016,3593.77,5.44,29.2,23.7
VNM,Viet Nam,2017,3606.17,5.47,32.7,28.2
VNM,Viet Nam,2017,3606.17,5.47,32.7,24.5
VNM,Viet Nam,2017,3606.17,5.47,32.7,32.9
VNM,Viet Nam,2017,3606.17,5.47,26.0,28.2
VNM,Viet Nam,2017,3606.17,5.47,26.0,24.5
VNM,Viet Nam,2017,3606.17,5.47,26.0,32.9
VNM,Viet Nam,2017,3606.17,5.47,29.4,28.2
VNM,Viet Nam,2017,3606.17,5.47,29.4,24.5
VNM,Viet Nam,2017,3606.17,5.47,29.4,32.9
VNM,Viet Nam,2018,3769.53,5.55,29.5,25.3
VNM,Viet Nam,2018,3769.53,5.55,29.5,28.9
VNM,Viet Nam,2018,3769.53,5.55,29.5,33.5
VNM,Viet Nam,2018,3769.53,5.55,32.8,25.3
VNM,Viet Nam,2018,3769.53,5.55,32.8,28.9
VNM,Viet Nam,2018,3769.53,5.55,32.8,33.5
VNM,Viet Nam,2018,3769.53,5.55,26.2,25.3
VNM,Viet Nam,2018,3769.53,5.55,26.2,28.9
VNM,Viet Nam,2018,3769.53,5.55,26.2,33.5
VNM,Viet Nam,2019,3769.78,5.45,29.7,26.1
VNM,Viet Nam,2019,3769.78,5.45,29.7,34.2
VNM,Viet Nam,2019,3769.78,5.45,29.7,29.6
VNM,Viet Nam,2019,3769.78,5.45,32.9,26.1
VNM,Viet Nam,2019,3769.78,5.45,32.9,34.2
VNM,Viet Nam,2019,3769.78,5.45,32.9,29.6
VNM,Viet Nam,2019,3769.78,5.45,26.4,26.1
VNM,Viet Nam,2019,3769.78,5.45,26.4,34.2
VNM,Viet Nam,2019,3769.78,5.45,26.4,29.6
VNM,Viet Nam,2020,3590.72,5.53,,
VNM,Viet Nam,2021,3739.09,5.56,,
VNM,Viet Nam,2022,3838.28,5.55,,
VNM,Viet Nam,2023,3854.92,5.56,,
VNM,Viet Nam,2024,3850.22,5.52,,
ZAF,South Africa,2015,6311.61,8.23,43.8,32.8
ZAF,South Africa,2015,6311.61,8.23,43.8,42.6
ZAF,South Africa,2015,6311.61,8.23,43.8,51.0
ZAF,South Africa,2015,6311.61,8.23,45.0,32.8
ZAF,South Africa,2015,6311.61,8.23,45.0,42.6
ZAF,South Africa,2015,6311.61,8.23,45.0,51.0
ZAF,South Africa,2015,6311.61,8.23,45.9,32.8
ZAF,South Africa,2015,6311.61,8.23,45.9,42.6
ZAF,South Africa,2015,6311.61,8.23,45.9,51.0
